Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Mazda,3,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,586,23895
Mazda,3,2017,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,586,19095
Mazda,3,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,23445
Mazda,3,2017,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,28,586,18895
Mazda,3,2017,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28,586,22245
Mazda,3,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25,586,22395
Mazda,3,2017,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,27,586,20445
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,22,3916,42300
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,40300
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,40300
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,22,3916,42300
BMW,4 Series Gran Coupe,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,32,21,3916,45800
BMW,4 Series Gran Coupe,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,20,3916,47800
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,34,22,3916,43650
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,3916,49950
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,20,3916,47950
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,41650
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,32,21,3916,48300
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),320,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,21,3916,50300
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,23,3916,43950
BMW,4 Series Gran Coupe,2017,premium unleaded (recommended),248,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,34,23,3916,41950
BMW,4 Series,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20,3916,56900
BMW,4 Series,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,32,21,3916,46250
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,33,21,3916,50750
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,33,22,3916,42750
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23,3916,48750
BMW,4 Series,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,30,20,3916,48250
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,33,22,3916,42750
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,33,21,3916,50750
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,35,23,3916,40750
BMW,4 Series,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20,3916,54900
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23,3916,48750
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,35,23,3916,40750
BMW,4 Series,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,33,21,3916,52000
BMW,4 Series,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23,3916,50000
BMW,4 Series,2016,premium unleaded (required),240,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,34,22,3916,41850
BMW,4 Series,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,30,20,3916,50150
BMW,4 Series,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,35,23,3916,41850
BMW,4 Series,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20,3916,58950
BMW,4 Series,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,34,22,3916,43850
BMW,4 Series,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,31,20,3916,48150
BMW,4 Series,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20,3916,56950
BMW,4 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23,3916,50300
BMW,4 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,32,22,3916,52300
BMW,4 Series,2017,premium unleaded (recommended),320,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,31,21,3916,50500
BMW,4 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,33,23,3916,44150
BMW,4 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,34,23,3916,42150
BMW,4 Series,2017,premium unleaded (recommended),320,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,30,20,3916,59300
BMW,4 Series,2017,premium unleaded (recommended),320,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,21,3916,57300
BMW,4 Series,2017,premium unleaded (recommended),320,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,32,21,3916,48500
Mercedes-Benz,400-Class,1992,regular unleaded,268,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,20,15,617,2168
Mercedes-Benz,400-Class,1992,regular unleaded,282,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12,617,2497
Mercedes-Benz,400-Class,1993,regular unleaded,275,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,22,16,617,2278
Mercedes-Benz,400-Class,1993,regular unleaded,275,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,17,13,617,2650
Mercedes-Benz,420-Class,1990,regular unleaded,201,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,17,14,617,2000
Mercedes-Benz,420-Class,1991,regular unleaded,201,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,17,14,617,2186
Ferrari,456M,2001,premium unleaded (required),442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,223970
Ferrari,456M,2001,premium unleaded (required),442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,219775
Ferrari,456M,2002,premium unleaded (required),442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,228625
Ferrari,456M,2002,premium unleaded (required),442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,224585
Ferrari,456M,2003,premium unleaded (required),442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,228625
Ferrari,456M,2003,premium unleaded (required),442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,224585
Ferrari,458 Italia,2013,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,257412
Ferrari,458 Italia,2013,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,233509
Ferrari,458 Italia,2014,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,233509
Ferrari,458 Italia,2014,premium unleaded (required),597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,288000
Ferrari,458 Italia,2014,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,257412
Ferrari,458 Italia,2015,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,239340
Ferrari,458 Italia,2015,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13,2774,263553
Ferrari,458 Italia,2015,premium unleaded (required),597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13,2774,291744
Alfa Romeo,4C,2015,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,34,24,113,63900
Alfa Romeo,4C,2015,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24,113,68400
Alfa Romeo,4C,2015,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24,113,53900
Alfa Romeo,4C,2016,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24,113,55900
Alfa Romeo,4C,2016,premium unleaded (required),237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,34,24,113,65900
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17,2031,41365
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17,2031,35740
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,37615
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,34695
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,35725
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,43400
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17,2031,32820
Toyota,4Runner,2014,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,38645
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,37825
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,43620
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,36115
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,35950
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,33210
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,38855
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,41585
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,35085
Toyota,4Runner,2015,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,41310
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,36690
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,44360
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,39595
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,41850
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,42325
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,35885
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,38565
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17,2031,36915
Toyota,4Runner,2016,regular unleaded,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17,2031,34010
BMW,5 Series Gran Turismo,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60700
BMW,5 Series Gran Turismo,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,71400
BMW,5 Series Gran Turismo,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63000
BMW,5 Series Gran Turismo,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,25,16,3916,69100
BMW,5 Series Gran Turismo,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200
BMW,5 Series Gran Turismo,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16,3916,72500
BMW,5 Series Gran Turismo,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,28,19,3916,60900
BMW,5 Series Gran Turismo,2017,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200
BMW,5 Series Gran Turismo,2017,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,27,19,3916,60900
BMW,5 Series Gran Turismo,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,15,3916,72500
BMW,5 Series,2015,premium unleaded (required),443,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,67200
BMW,5 Series,2015,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,57900
BMW,5 Series,2015,diesel,255,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,38,26,3916,57100
BMW,5 Series,2015,premium unleaded (required),241,4,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,33,22,3916,52250
BMW,5 Series,2015,diesel,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,37,26,3916,59400
BMW,5 Series,2015,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,64900
BMW,5 Series,2015,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,34,23,3916,49950
BMW,5 Series,2015,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,55600
BMW,5 Series,2016,diesel,255,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,38,26,3916,57350
BMW,5 Series,2016,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,58150
BMW,5 Series,2016,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,55850
BMW,5 Series,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,34,22,3916,52500
BMW,5 Series,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,34,23,3916,50200
BMW,5 Series,2016,premium unleaded (required),443,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,68600
BMW,5 Series,2016,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,66300
BMW,5 Series,2016,diesel,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,37,26,3916,59650
Mercedes-Benz,500-Class,1991,regular unleaded,322,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,17,13,617,4155
Mercedes-Benz,500-Class,1992,regular unleaded,322,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,15,11,617,2427
Mercedes-Benz,500-Class,1992,regular unleaded,322,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,16,13,617,3245
Mercedes-Benz,500-Class,1992,regular unleaded,322,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,17,13,617,4701
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,16,12,617,3176
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,18,14,617,3613
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,19,14,617,5140
Mercedes-Benz,500-Class,1993,regular unleaded,315,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12,617,2692
FIAT,500e,2015,electric,,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,108,122,819,31800
FIAT,500e,2016,electric,,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,103,121,819,31800
FIAT,500e,2017,electric,,0,DIRECT_DRIVE,front wheel drive,2,Hatchback,Compact,2dr Hatchback,103,121,819,31800
FIAT,500,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26595
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,18700
FIAT,500,2015,premium unleaded (recommended),135,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,28,819,19700
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,34,28,819,22800
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,34,28,819,24700
FIAT,500,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,34,28,819,22495
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17495
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,34,28,819,20345
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17700
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,20400
FIAT,500,2015,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,16845
FIAT,500,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,34,28,819,26695
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,21295
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,20395
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17745
FIAT,500,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,34,28,819,22575
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,40,31,819,24495
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,16995
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,40,31,819,20395
FIAT,500,2016,premium unleaded (recommended),135,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,34,28,819,19700
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,40,31,819,17900
FIAT,500,2016,premium unleaded (recommended),101,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,40,31,819,21395
FIAT,500,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,33,28,819,19995
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,819,19390
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,33,27,819,17485
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,33,27,819,20885
FIAT,500,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,33,28,819,21490
FIAT,500,2017,premium unleaded (recommended),101,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,819,15990
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,19345
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,23095
FIAT,500L,2015,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,24695
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,21695
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,20695
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,21880
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,23395
FIAT,500L,2016,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,24795
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,20795
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,25,819,19495
FIAT,500L,2017,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,23695
FIAT,500L,2017,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,20995
FIAT,500L,2017,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,22,819,22995
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,24635
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,25135
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,29235
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,23335
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,22735
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,27035
FIAT,500X,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,34,25,819,20000
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,22,819,27335
FIAT,500X,2016,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,30,21,819,25235
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,21,819,27035
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,30,22,819,25135
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,21,819,25235
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,29,21,819,23890
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,30,22,819,23335
FIAT,500X,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,33,25,819,19995
